feature,coef,importance
1,0.0,
t10_cen_blk_ml,0.24229820370191107,0.013374654358806647
t10_gis_area_k,0.1929206794392342,0.008752343880579794
t10_ldb_ag25dwn_p,0.21423307071228764,0.010147164148895271
t10_ldb_ag60up_p,0.5566571831054432,0.07016109579859094
t10_ldb_asian_p,0.1403971282376914,0.0045200099392754154
t10_ldb_col_p,0.41686962916868603,0.03842954937499523
t10_ldb_fb_p,0.32948527531024463,0.023950600369165874
t10_ldb_hinci_m,-0.14208862178730727,0.004497798215297366
t10_ldb_hisp_p,0.37391985280539125,0.03049573388078273
t10_ldb_hs_p,-0.5109896353358218,0.0577704096044408
t10_ldb_lep_p,0.26066776291308275,0.015494133808931165
t10_ldb_mhmvali_m,0.5454259397182223,0.06540481519847127
t10_ldb_mrenti_m,-0.044561549504000375,0.00034935077273137163
t10_ldb_multi_p,0.28569010536396333,0.017841953657175048
t10_ldb_nhblk_p,-0.005524278201284029,8.82013827001593e-06
t10_ldb_nhwht_p,0.27295601049152013,0.01638261328441897
t10_ldb_npov_p,-0.438815129548105,0.04222226058844116
t10_ldb_own_p,0.7194053376663132,0.11337185566037764
t10_ldb_pop_d,0.18612225991485015,0.007731998934982531
t10_ldb_unemp_p,-0.11402065467700441,0.0029696752661571234
t10_ldb_vac_p,0.019004002137516216,7.690260986135123e-05
t10_net_act_d,0.0,0.0
t10_net_amb_d,0.002757772576147695,9.017835063751534e-06
t10_net_apa_d,-0.0582797982452641,0.0007289898051532351
t10_net_aur_d,-0.03588473026763438,0.0002942588619071707
t10_net_bar_d,-0.0,0.0
t10_net_cer_d,-0.016722319799649644,1.1503341172924842e-05
t10_net_dra_d,-0.021718358298923775,9.752999388199513e-05
t10_net_ffa_d,-0.05770416854252576,0.0008596466091743693
t10_net_fin_d,0.006912303316923004,2.480047459203494e-05
t10_net_fsa_d,-0.0,0.0
t10_net_fsr_d,-0.017411926627437613,7.90357760767968e-05
t10_net_hoi_d,-0.0335509365438404,0.00027667342888850757
t10_net_hsr_d,0.031474110885403965,0.0002524060783755555
t10_net_kct_d,-0.04075203610999571,0.00033257153379953055
t10_net_liq_d,-0.024724360481472855,8.890827846799176e-05
t10_net_mul_d,0.008748390671434786,3.630312546554215e-05
t10_net_ngt_d,-0.07936202738525287,0.0013611573747286609
t10_net_pht_d,-0.004174879878645248,3.2298430867605533e-07
t10_net_res_d,-0.23354302043673272,0.010917125343678391
t10_net_srv_d,-0.0,0.0
t10_net_wal_d,0.15749355624119493,0.00596762904274375
t10_use_green_k,-0.0,0.0
