feature,coef,importance
1,0.0,
t10_ldb_ag25dwn_p,-0.047451467122485366,0.016205216470245132
t10_ldb_ag25dwn_p t10_ldb_ag60up_p,0.0,
t10_ldb_ag25dwn_p t10_ldb_asian_p,0.0,
t10_ldb_ag25dwn_p t10_ldb_col_p,0.060368858234052684,
t10_ldb_ag25dwn_p t10_ldb_fb_p,0.0,
t10_ldb_ag25dwn_p t10_ldb_hisp_p,-0.0,
t10_ldb_ag25dwn_p t10_ldb_hs_p,0.0,
t10_ldb_ag25dwn_p t10_ldb_lep_p,0.16901726176509504,
t10_ldb_ag25dwn_p t10_ldb_mhmvali_m,0.10466557267094173,
t10_ldb_ag25dwn_p t10_ldb_mrenti_m,0.05489442893131417,
t10_ldb_ag25dwn_p t10_ldb_multi_p,0.22496999851638533,
t10_ldb_ag25dwn_p t10_ldb_nhblk_p,-0.19985154145416018,
t10_ldb_ag25dwn_p t10_ldb_nhwht_p,0.15661712395395647,
t10_ldb_ag25dwn_p t10_ldb_npov_p,0.1123321204158127,
t10_ldb_ag25dwn_p t10_ldb_own_p,0.06937054534647805,
t10_ldb_ag25dwn_p t10_ldb_unemp_p,0.0,
t10_ldb_ag25dwn_p t10_ldb_vac_p,0.007708385327809362,
t10_ldb_ag25dwn_p^2,-0.0,
t10_ldb_ag60up_p,0.5342966645801109,0.08350396517594758
t10_ldb_ag60up_p t10_ldb_asian_p,0.09588379647262192,
t10_ldb_ag60up_p t10_ldb_col_p,0.0961781754460775,
t10_ldb_ag60up_p t10_ldb_fb_p,0.13050863750623398,
t10_ldb_ag60up_p t10_ldb_hisp_p,0.20448601608376432,
t10_ldb_ag60up_p t10_ldb_hs_p,-0.18047968860242758,
t10_ldb_ag60up_p t10_ldb_lep_p,0.0,
t10_ldb_ag60up_p t10_ldb_mhmvali_m,-0.07828138684775052,
t10_ldb_ag60up_p t10_ldb_mrenti_m,0.0072608969879056845,
t10_ldb_ag60up_p t10_ldb_multi_p,-0.006618554791226425,
t10_ldb_ag60up_p t10_ldb_nhblk_p,-0.08927002299726138,
t10_ldb_ag60up_p t10_ldb_nhwht_p,-0.0,
t10_ldb_ag60up_p t10_ldb_npov_p,-0.029760567290528336,
t10_ldb_ag60up_p t10_ldb_own_p,0.411774625370315,
t10_ldb_ag60up_p t10_ldb_unemp_p,0.12230078422509975,
t10_ldb_ag60up_p t10_ldb_vac_p,0.13721491156708315,
t10_ldb_ag60up_p^2,-0.5200605080567012,
t10_ldb_asian_p,0.014824504914166023,0.006278498826198997
t10_ldb_asian_p t10_ldb_fb_p,0.0,
t10_ldb_asian_p t10_ldb_hs_p,0.0,
t10_ldb_asian_p t10_ldb_mhmvali_m,-0.0,
t10_ldb_asian_p t10_ldb_npov_p,-0.024501866193618143,
t10_ldb_asian_p t10_ldb_own_p,0.058765355691373776,
t10_ldb_asian_p t10_ldb_unemp_p,-0.11516046996424585,
t10_ldb_asian_p t10_ldb_vac_p,-0.043465631650597164,
t10_ldb_asian_p^2,0.058835989121040815,
t10_ldb_col_p,0.3303908553832034,0.05402063767319058
t10_ldb_col_p t10_ldb_asian_p,-0.02037014463791484,
t10_ldb_col_p t10_ldb_fb_p,0.11292272524667815,
t10_ldb_col_p t10_ldb_hs_p,-0.06699329840955004,
t10_ldb_col_p t10_ldb_lep_p,0.0,
t10_ldb_col_p t10_ldb_mhmvali_m,0.07197202714702759,
t10_ldb_col_p t10_ldb_mrenti_m,0.024612305207199443,
t10_ldb_col_p t10_ldb_multi_p,-0.07999361197069711,
t10_ldb_col_p t10_ldb_nhwht_p,-0.0,
t10_ldb_col_p t10_ldb_npov_p,0.094047026132008,
t10_ldb_col_p t10_ldb_own_p,0.0,
t10_ldb_col_p t10_ldb_unemp_p,0.13035227731177185,
t10_ldb_col_p t10_ldb_vac_p,-0.07452915114457394,
t10_ldb_col_p^2,-0.1476116126376657,
t10_ldb_fb_p,0.0,0.04198727584210282
t10_ldb_fb_p t10_ldb_hs_p,0.07135288461567617,
t10_ldb_fb_p t10_ldb_mhmvali_m,0.0,
t10_ldb_fb_p t10_ldb_npov_p,-0.07401933715975458,
t10_ldb_fb_p t10_ldb_own_p,0.0,
t10_ldb_fb_p t10_ldb_unemp_p,0.007118227509573043,
t10_ldb_fb_p t10_ldb_vac_p,0.07526206105377976,
t10_ldb_fb_p^2,-0.12413958970850318,
t10_ldb_hinci_m,0.3307113282879916,0.06683049740545706
t10_ldb_hinci_m t10_ldb_ag25dwn_p,0.0,
t10_ldb_hinci_m t10_ldb_ag60up_p,0.08656770711883248,
t10_ldb_hinci_m t10_ldb_asian_p,-0.0779807899987837,
t10_ldb_hinci_m t10_ldb_col_p,0.0,
t10_ldb_hinci_m t10_ldb_fb_p,0.0,
t10_ldb_hinci_m t10_ldb_hisp_p,0.0009916877659234215,
t10_ldb_hinci_m t10_ldb_hs_p,0.11663077223096631,
t10_ldb_hinci_m t10_ldb_lep_p,0.0,
t10_ldb_hinci_m t10_ldb_mhmvali_m,0.0,
t10_ldb_hinci_m t10_ldb_mrenti_m,0.0,
t10_ldb_hinci_m t10_ldb_multi_p,-0.13859254046073724,
t10_ldb_hinci_m t10_ldb_nhblk_p,-0.0,
t10_ldb_hinci_m t10_ldb_nhwht_p,-0.46411744477911726,
t10_ldb_hinci_m t10_ldb_npov_p,0.22682423909021016,
t10_ldb_hinci_m t10_ldb_own_p,-0.6640495374468035,
t10_ldb_hinci_m t10_ldb_pop_d,0.005911840969401468,
t10_ldb_hinci_m t10_ldb_unemp_p,-0.01581710245223316,
t10_ldb_hinci_m t10_ldb_vac_p,-0.0,
t10_ldb_hinci_m^2,0.24599735371110315,
t10_ldb_hisp_p,-0.0,0.015536284089338936
t10_ldb_hisp_p t10_ldb_asian_p,0.038450722158058025,
t10_ldb_hisp_p t10_ldb_col_p,0.044742697372369473,
t10_ldb_hisp_p t10_ldb_fb_p,-0.0,
t10_ldb_hisp_p t10_ldb_hs_p,0.0,
t10_ldb_hisp_p t10_ldb_lep_p,0.024068367450121673,
t10_ldb_hisp_p t10_ldb_mhmvali_m,-0.017210600529952373,
t10_ldb_hisp_p t10_ldb_mrenti_m,0.14024627877391777,
t10_ldb_hisp_p t10_ldb_multi_p,-0.02428329990012473,
t10_ldb_hisp_p t10_ldb_nhwht_p,-0.12006386938277687,
t10_ldb_hisp_p t10_ldb_npov_p,-0.08196969959384413,
t10_ldb_hisp_p t10_ldb_own_p,-0.0,
t10_ldb_hisp_p t10_ldb_unemp_p,-0.0191033770029846,
t10_ldb_hisp_p t10_ldb_vac_p,-0.057964776703381564,
t10_ldb_hisp_p^2,0.14496616796851206,
t10_ldb_hs_p,-0.8076621550636517,0.05349771525762657
t10_ldb_hs_p t10_ldb_mhmvali_m,0.34336728221919455,
t10_ldb_hs_p t10_ldb_npov_p,-0.0,
t10_ldb_hs_p t10_ldb_own_p,0.2907082146650676,
t10_ldb_hs_p t10_ldb_unemp_p,0.057884286656064654,
t10_ldb_hs_p t10_ldb_vac_p,0.0,
t10_ldb_hs_p^2,0.05696549996468625,
t10_ldb_lep_p,-0.0,0.01816924332330181
t10_ldb_lep_p t10_ldb_asian_p,0.17747248617313177,
t10_ldb_lep_p t10_ldb_fb_p,0.09835491648969377,
t10_ldb_lep_p t10_ldb_hs_p,0.27154475542211554,
t10_ldb_lep_p t10_ldb_mhmvali_m,-0.10328326686193261,
t10_ldb_lep_p t10_ldb_mrenti_m,0.0,
t10_ldb_lep_p t10_ldb_multi_p,-0.1033343615437334,
t10_ldb_lep_p t10_ldb_nhwht_p,0.1411428809400077,
t10_ldb_lep_p t10_ldb_npov_p,0.0755130558882924,
t10_ldb_lep_p t10_ldb_own_p,-0.14799566730377614,
t10_ldb_lep_p t10_ldb_unemp_p,-0.08149632086830916,
t10_ldb_lep_p t10_ldb_vac_p,-0.07852680552571957,
t10_ldb_lep_p^2,-0.06866459273714606,
t10_ldb_mhmvali_m,0.5460389149305124,0.07296395779423445
t10_ldb_mhmvali_m^2,-0.14986306835422597,
t10_ldb_mrenti_m,0.22252718098411953,0.01557503360107213
t10_ldb_mrenti_m t10_ldb_asian_p,0.0,
t10_ldb_mrenti_m t10_ldb_fb_p,0.054189241497816086,
t10_ldb_mrenti_m t10_ldb_hs_p,-0.25830595988902094,
t10_ldb_mrenti_m t10_ldb_mhmvali_m,0.0,
