feature,coef,importance
1,0.0,
t10_net_act_d,0.2127055894032281,0.010493549334613305
t10_net_amb_d,0.03777810119147447,0.00014739417832929647
t10_net_apa_d,0.49464102926445863,0.0572995189782334
t10_net_aur_d,0.1790876285133481,0.007114561217511551
t10_net_bar_d,-0.0,0.0
t10_net_cer_d,-0.07560497627296943,0.0015691060272207346
t10_net_dra_d,-0.010716918216201972,3.900247512744759e-05
t10_net_ffa_d,-0.24888066237632647,0.014145393851997068
t10_net_fin_d,-0.06876291726083839,0.0009056960722204632
t10_net_fsa_d,-0.03129767166376418,0.00026062934429536
t10_net_fsr_d,-0.6360226162101131,0.0933134714473686
t10_net_hoi_d,-0.10598185232652033,0.002512376678217709
t10_net_hsr_d,0.06816417663264282,0.0008473796870341888
t10_net_kct_d,-0.04947725706303923,0.00046869531203310724
t10_net_liq_d,-0.03975460789276286,0.0003620623444629878
t10_net_mul_d,-0.07994554846658031,0.0017437436989721443
t10_net_ngt_d,-0.35710839351782164,0.02922532325900904
t10_net_pht_d,0.02837860469048866,0.00011620128135281238
t10_net_res_d,-0.19768572245598684,0.007830014003431907
t10_net_srv_d,-0.22408450883852682,0.011590704250407691
t10_net_wal_d,0.8497306289990179,0.16647850315544827
