feature,coef,importance
1,0.0,
t10_ldb_ag25dwn_p,0.34660420474924064,0.01614562084506972
t10_ldb_ag60up_p,0.32314974686577125,0.015181690465798892
t10_ldb_asian_p,0.18949092964805048,0.005235293340529168
t10_ldb_col_p,0.47577589402325465,0.03108016449284039
t10_ldb_fb_p,0.5593351925601903,0.043847603401421534
t10_ldb_hinci_m,-0.17167968247265797,0.003948535764366268
t10_ldb_hisp_p,0.6313149300589466,0.05468478693791299
t10_ldb_hs_p,-0.7992025938056563,0.0877475868282654
t10_ldb_lep_p,0.3953678280292873,0.02122979460729315
t10_ldb_mhmvali_m,0.6756807953851297,0.06272947971057355
t10_ldb_mrenti_m,-0.07483372594066888,0.0007293140380823626
t10_ldb_multi_p,0.3618955898448656,0.017970600240076507
t10_ldb_nhblk_p,-0.01429756491140765,2.2101114407635513e-05
t10_ldb_nhwht_p,0.6506442060964333,0.058478073503660924
t10_ldb_npov_p,-0.7839690021037988,0.08460146684809751
t10_ldb_own_p,1.0391972425523202,0.14854301248014867
t10_ldb_pop_d,0.12199334301639266,0.0020252244686204124
t10_ldb_unemp_p,-0.24495885162925238,0.008339475422520027
t10_ldb_vac_p,-0.0017925657144730145,1.1997694775445212e-07
