,feature,coef
0,1,0.0
1,t10_net_act_d,0.2127055894032281
2,t10_net_amb_d,0.03777810119147447
3,t10_net_apa_d,0.49464102926445863
4,t10_net_aur_d,0.1790876285133481
5,t10_net_bar_d,-0.0
6,t10_net_cer_d,-0.07560497627296943
7,t10_net_dra_d,-0.010716918216201972
8,t10_net_ffa_d,-0.24888066237632647
9,t10_net_fin_d,-0.06876291726083839
10,t10_net_fsa_d,-0.03129767166376418
11,t10_net_fsr_d,-0.6360226162101131
12,t10_net_hoi_d,-0.10598185232652033
13,t10_net_hsr_d,0.06816417663264282
14,t10_net_kct_d,-0.04947725706303923
15,t10_net_liq_d,-0.03975460789276286
16,t10_net_mul_d,-0.07994554846658031
17,t10_net_ngt_d,-0.35710839351782164
18,t10_net_pht_d,0.02837860469048866
19,t10_net_res_d,-0.19768572245598684
20,t10_net_srv_d,-0.22408450883852682
21,t10_net_wal_d,0.8497306289990179
