,feature,coef
0,1,0.0
1,t10_cen_blk_ml,0.27498465872315897
2,t10_gis_area_k,0.3260837563926638
3,t10_ldb_ag25dwn_p,0.33650257181759813
4,t10_ldb_ag60up_p,0.313528741673438
5,t10_ldb_asian_p,0.23017442995892665
6,t10_ldb_col_p,0.5961633978615283
7,t10_ldb_fb_p,0.5280164711294247
8,t10_ldb_hinci_m,-0.19379076882930088
9,t10_ldb_hisp_p,0.7961848903859452
10,t10_ldb_hs_p,-0.8270253601392284
11,t10_ldb_lep_p,0.40321476643292875
12,t10_ldb_mhmvali_m,0.6933439150509585
13,t10_ldb_mrenti_m,0.04702311489720287
14,t10_ldb_multi_p,0.5222417354113725
15,t10_ldb_nhblk_p,0.00286362477141354
16,t10_ldb_nhwht_p,0.7732164093795295
17,t10_ldb_npov_p,-0.7796786092412065
18,t10_ldb_own_p,1.0023342263737334
19,t10_ldb_pop_d,0.22358452528075995
20,t10_ldb_unemp_p,-0.20130806819380184
21,t10_ldb_vac_p,-0.09842445734335528
22,t10_use_green_k,-0.07272547699017966
23,t10_net_act_d,0.0
24,t10_net_amb_d,0.0174060930099596
25,t10_net_apa_d,-0.07541456793584585
26,t10_net_aur_d,-0.0
27,t10_net_bar_d,-0.0
28,t10_net_cer_d,-0.005983580965883167
29,t10_net_dra_d,-0.039916476550513245
30,t10_net_ffa_d,-0.08564015077926741
31,t10_net_fin_d,0.00868973873950248
32,t10_net_fsa_d,-0.0
33,t10_net_fsr_d,-0.08312484559679197
34,t10_net_hoi_d,-0.049867114451406354
35,t10_net_hsr_d,0.03578888542731669
36,t10_net_kct_d,-0.041310888010665625
37,t10_net_liq_d,-0.05398002830650784
38,t10_net_mul_d,0.01787789693087289
39,t10_net_ngt_d,-0.12382253257705282
40,t10_net_pht_d,-0.008276401772955966
41,t10_net_res_d,-0.24283699356058255
42,t10_net_srv_d,-0.02571279432539745
43,t10_net_wal_d,0.2239822359370967
