,feature,coef
0,1,0.0
1,t10_net_act_d,0.299653524675754
2,t10_net_amb_d,0.04297019614618381
3,t10_net_apa_d,0.7018002000422402
4,t10_net_aur_d,0.3174403788456618
5,t10_net_bar_d,0.0
6,t10_net_cer_d,-0.1068780197802251
7,t10_net_dra_d,-0.03434719974188302
8,t10_net_ffa_d,-0.31856184298970086
9,t10_net_fin_d,-0.10996272825546281
10,t10_net_fsa_d,-0.08265191721960821
11,t10_net_fsr_d,-0.9331476184983972
12,t10_net_hoi_d,-0.1438703556550743
13,t10_net_hsr_d,0.08503104851121669
14,t10_net_kct_d,-0.05483063949617612
15,t10_net_liq_d,-0.06030300154166706
16,t10_net_mul_d,-0.11955828411120266
17,t10_net_ngt_d,-0.48951273962984704
18,t10_net_pht_d,0.04106981891839567
19,t10_net_res_d,-0.2145213841928248
20,t10_net_srv_d,-0.3400561192636373
21,t10_net_wal_d,1.180027313437689
